Legend:

1-P =,Untitled 1 Process


Interval:,15,Seconds
DataPoint,LogDate,LogTime,1-P °C
688,9/8/2022,2:44:51 PM,478
689,9/8/2022,2:45:06 PM,483
690,9/8/2022,2:45:21 PM,486
691,9/8/2022,2:45:36 PM,491
692,9/8/2022,2:45:51 PM,494
693,9/8/2022,2:46:06 PM,498
694,9/8/2022,2:46:21 PM,502
695,9/8/2022,2:46:36 PM,505
696,9/8/2022,2:46:51 PM,506
697,9/8/2022,2:47:06 PM,509
698,9/8/2022,2:47:21 PM,512
699,9/8/2022,2:47:36 PM,513
700,9/8/2022,2:47:51 PM,515
701,9/8/2022,2:48:06 PM,516
702,9/8/2022,2:48:21 PM,518
703,9/8/2022,2:48:36 PM,519
704,9/8/2022,2:48:51 PM,520
705,9/8/2022,2:49:06 PM,522
706,9/8/2022,2:49:21 PM,522
707,9/8/2022,2:49:36 PM,523
708,9/8/2022,2:49:51 PM,524
709,9/8/2022,2:50:06 PM,525
710,9/8/2022,2:50:21 PM,525
711,9/8/2022,2:50:36 PM,525
712,9/8/2022,2:50:51 PM,526
713,9/8/2022,2:51:06 PM,526
714,9/8/2022,2:51:21 PM,526
715,9/8/2022,2:51:36 PM,527
716,9/8/2022,2:51:51 PM,527
717,9/8/2022,2:52:06 PM,527
718,9/8/2022,2:52:21 PM,527
719,9/8/2022,2:52:36 PM,528
720,9/8/2022,2:52:51 PM,528
721,9/8/2022,2:53:06 PM,528
722,9/8/2022,2:53:21 PM,528
723,9/8/2022,2:53:36 PM,528
724,9/8/2022,2:53:51 PM,528
725,9/8/2022,2:54:06 PM,528
726,9/8/2022,2:54:21 PM,528
727,9/8/2022,2:54:36 PM,528
728,9/8/2022,2:54:51 PM,528
729,9/8/2022,2:55:06 PM,528
730,9/8/2022,2:55:21 PM,528
731,9/8/2022,2:55:36 PM,528
732,9/8/2022,2:55:51 PM,528
733,9/8/2022,2:56:06 PM,528
734,9/8/2022,2:56:21 PM,528
735,9/8/2022,2:56:36 PM,528
736,9/8/2022,2:56:51 PM,527
737,9/8/2022,2:57:06 PM,527
738,9/8/2022,2:57:21 PM,527
739,9/8/2022,2:57:36 PM,527
740,9/8/2022,2:57:51 PM,527
741,9/8/2022,2:58:06 PM,527
742,9/8/2022,2:58:21 PM,527
743,9/8/2022,2:58:36 PM,527
744,9/8/2022,2:58:51 PM,527
745,9/8/2022,2:59:06 PM,527
746,9/8/2022,2:59:21 PM,527
747,9/8/2022,2:59:36 PM,527
748,9/8/2022,2:59:51 PM,527
749,9/8/2022,3:00:06 PM,527
750,9/8/2022,3:00:21 PM,527
751,9/8/2022,3:00:36 PM,527
752,9/8/2022,3:00:51 PM,526
753,9/8/2022,3:01:06 PM,526
754,9/8/2022,3:01:21 PM,526
755,9/8/2022,3:01:36 PM,526
756,9/8/2022,3:01:51 PM,526
757,9/8/2022,3:02:06 PM,526
758,9/8/2022,3:02:21 PM,526
759,9/8/2022,3:02:36 PM,526
760,9/8/2022,3:02:51 PM,526
761,9/8/2022,3:03:06 PM,526
762,9/8/2022,3:03:21 PM,526
763,9/8/2022,3:03:36 PM,526
764,9/8/2022,3:03:51 PM,526
765,9/8/2022,3:04:06 PM,526
766,9/8/2022,3:04:21 PM,526
767,9/8/2022,3:04:36 PM,526
768,9/8/2022,3:04:51 PM,525
769,9/8/2022,3:05:06 PM,526
770,9/8/2022,3:05:21 PM,525
771,9/8/2022,3:05:36 PM,525
772,9/8/2022,3:05:51 PM,525
773,9/8/2022,3:06:06 PM,525
774,9/8/2022,3:06:21 PM,525
775,9/8/2022,3:06:36 PM,525
776,9/8/2022,3:06:51 PM,525
777,9/8/2022,3:07:06 PM,525
778,9/8/2022,3:07:21 PM,525
779,9/8/2022,3:07:36 PM,525
780,9/8/2022,3:07:51 PM,525
781,9/8/2022,3:08:06 PM,525
782,9/8/2022,3:08:21 PM,525
783,9/8/2022,3:08:36 PM,525
784,9/8/2022,3:08:51 PM,524
785,9/8/2022,3:09:06 PM,524
786,9/8/2022,3:09:21 PM,524
787,9/8/2022,3:09:36 PM,524
788,9/8/2022,3:09:51 PM,524
789,9/8/2022,3:10:06 PM,524
790,9/8/2022,3:10:21 PM,524
791,9/8/2022,3:10:36 PM,524
792,9/8/2022,3:10:51 PM,524
793,9/8/2022,3:11:06 PM,524
794,9/8/2022,3:11:21 PM,524
795,9/8/2022,3:11:36 PM,524
796,9/8/2022,3:11:51 PM,524
797,9/8/2022,3:12:06 PM,524
798,9/8/2022,3:12:21 PM,524
799,9/8/2022,3:12:36 PM,524
800,9/8/2022,3:12:51 PM,524
801,9/8/2022,3:13:06 PM,524
802,9/8/2022,3:13:21 PM,524
803,9/8/2022,3:13:36 PM,524
804,9/8/2022,3:13:51 PM,523
805,9/8/2022,3:14:06 PM,523
806,9/8/2022,3:14:21 PM,523
807,9/8/2022,3:14:36 PM,523
808,9/8/2022,3:14:51 PM,523
809,9/8/2022,3:15:06 PM,523
810,9/8/2022,3:15:21 PM,523
811,9/8/2022,3:15:36 PM,523
812,9/8/2022,3:15:51 PM,523
813,9/8/2022,3:16:06 PM,523
814,9/8/2022,3:16:21 PM,523
815,9/8/2022,3:16:36 PM,523
816,9/8/2022,3:16:51 PM,523
817,9/8/2022,3:17:06 PM,523
818,9/8/2022,3:17:21 PM,523
819,9/8/2022,3:17:36 PM,523
820,9/8/2022,3:17:51 PM,523
821,9/8/2022,3:18:06 PM,523
822,9/8/2022,3:18:21 PM,523
823,9/8/2022,3:18:36 PM,523
824,9/8/2022,3:18:51 PM,523
825,9/8/2022,3:19:06 PM,523
826,9/8/2022,3:19:21 PM,523
827,9/8/2022,3:19:36 PM,523
828,9/8/2022,3:19:51 PM,523
829,9/8/2022,3:20:06 PM,523
830,9/8/2022,3:20:21 PM,523
831,9/8/2022,3:20:36 PM,523
832,9/8/2022,3:20:51 PM,523
833,9/8/2022,3:21:06 PM,523
834,9/8/2022,3:21:21 PM,522
835,9/8/2022,3:21:36 PM,522
836,9/8/2022,3:21:51 PM,522
837,9/8/2022,3:22:06 PM,522
838,9/8/2022,3:22:21 PM,519
839,9/8/2022,3:22:36 PM,513
840,9/8/2022,3:22:51 PM,506
841,9/8/2022,3:23:06 PM,497
842,9/8/2022,3:23:21 PM,490
843,9/8/2022,3:23:36 PM,481
844,9/8/2022,3:23:51 PM,473
845,9/8/2022,3:24:06 PM,464
846,9/8/2022,3:24:21 PM,457
847,9/8/2022,3:24:36 PM,448
848,9/8/2022,3:24:51 PM,442
849,9/8/2022,3:25:06 PM,435
---------------------------------------------------------------------------------

